family_id,region,city,address,family_members_count,children_count,average_income,has_social_support,housing_type,family_category,registration_date,last_update_date,contact_phone,email,has_disabled_member,has_elderly_member,children_under_7,children_7_18,working_members,education_level,health_status
FAM-62346,Караганда,Michaelland,sdv-id-vdGFAz,7,4,403037.72,False,частный дом,малоимущая,2023-05-03,2025-06-17,8 296 072 1240,lowejennifer@example.net,False,True,0,-2,2,высшее,отличное
FAM-76714,Караганда,Port Jessicamouth,sdv-id-IVjXdy,8,0,143073.84,True,частный дом,малоимущая,2022-04-01,2025-06-17,8 (582) 458-02-91,pnavarro@example.com,True,True,0,-2,0,среднее,плохое
FAM-73455,Караганда,New Kevin,sdv-id-bBceum,2,1,497513.74,False,арендуемое жильё,малоимущая,2022-09-27,2025-06-17,8 (931) 606-9472,brittanyshaffer@example.org,True,False,0,3,0,высшее,хорошее
FAM-95190,Караганда,South Madison,sdv-id-oCutnc,3,3,369614.44,False,частный дом,малоимущая,2021-10-02,2025-02-20,8 751 924 6134,angela84@example.org,True,False,0,0,0,среднее специальное,плохое
FAM-96154,Актобе,Murraymouth,sdv-id-Fucdte,5,3,142553.58,True,частный дом,пенсионеры,2022-12-07,2024-11-08,8 (101) 751-2917,krogers@example.net,True,True,3,3,1,высшее,удовлетворительное
FAM-11364,Алматы,Ashleymouth,sdv-id-mXHHNn,6,0,132660.07,True,квартира,пенсионеры,2022-02-09,2025-06-17,+7 273 991 90 41,zbell@example.com,True,True,0,0,1,начальное,удовлетворительное
FAM-61756,Караганда,Timothystad,sdv-id-igKFVT,8,0,497513.74,False,частный дом,малоимущая,2021-06-08,2025-06-17,+7 827 585 4021,tanner27@example.net,False,False,0,0,0,среднее специальное,отличное
FAM-86831,Актобе,Reynoldsburgh,sdv-id-CtEIkt,7,1,121882.48,True,общежитие,пенсионеры,2021-08-22,2025-06-17,8 773 616 1751,crystal29@example.net,True,True,0,0,0,начальное,удовлетворительное
FAM-31857,Павлодар,West Susan,sdv-id-cSTEee,6,2,391476.35,False,частный дом,малоимущая,2021-04-12,2025-06-17,+7 102 670 21 10,christopherbarnett@example.net,True,False,0,0,1,среднее специальное,удовлетворительное
FAM-55589,Тараз,Gonzalezfort,sdv-id-UIfIIy,1,1,52293.85,False,общежитие,инвалиды,2023-10-30,2023-11-25,+7 933 721 72 93,seanprince@example.com,True,True,1,0,0,высшее,хорошее
FAM-17063,Тараз,Johnchester,sdv-id-UBzTjI,7,2,371200.83,False,арендуемое жильё,малоимущая,2022-05-31,2025-05-24,+7 933 721 72 93,canderson@example.org,True,True,1,0,1,высшее,удовлетворительное
FAM-11472,Тараз,South Monicafurt,sdv-id-LzdGNE,2,0,445715.47,False,арендуемое жильё,инвалиды,2024-05-16,2025-06-17,82147347011,brianrobinson@example.org,True,True,0,0,1,среднее специальное,удовлетворительное
FAM-33360,Алматы,Aguirrebury,sdv-id-WBfFcL,6,0,227656.26,False,арендуемое жильё,малоимущая,2021-08-09,2025-06-17,+7 (282) 487-56-21,lbarr@example.org,False,False,0,-2,3,начальное,хорошее
FAM-89359,Шымкент,Port Aliciashire,sdv-id-LQAaXg,2,0,261149.63,True,частный дом,малоимущая,2023-06-19,2025-06-12,+7 (223) 877-4041,harrispatrick@example.org,False,True,0,-2,1,высшее,плохое
FAM-87276,Шымкент,Woodfort,sdv-id-XpKjRs,3,2,376406.84,False,квартира,инвалиды,2022-04-03,2024-06-10,8 (224) 295-6155,anthony50@example.com,True,False,2,0,0,среднее специальное,плохое
FAM-32459,Актобе,Bryanmouth,sdv-id-qKdIEX,2,0,199063.35,False,арендуемое жильё,малоимущая,2021-04-22,2025-05-27,+7 526 518 8377,wjennings@example.net,True,True,0,3,0,начальное,удовлетворительное
FAM-94120,Алматы,South Jamesberg,sdv-id-jzGvei,8,0,373592.41,False,арендуемое жильё,малоимущая,2022-07-23,2025-06-17,+7 851 483 95 86,aparker@example.com,True,True,0,0,1,высшее,плохое
FAM-20328,Усть-Каменогорск,Daughertymouth,sdv-id-MhbDmG,5,4,265954.1,False,частный дом,инвалиды,2022-08-29,2025-06-17,8 594 874 5364,barrerajavier@example.org,True,False,1,1,0,среднее,отличное
FAM-68573,Караганда,Khanland,sdv-id-jKgnzx,6,4,240633.94,False,частный дом,многодетная,2022-11-24,2025-06-17,+7 474 357 40 68,pstuart@example.net,True,True,1,3,2,начальное,плохое
FAM-33360,Павлодар,South Leon,sdv-id-LajDnH,3,0,85724.53,False,квартира,пенсионеры,2023-03-24,2025-06-17,8 232 522 9021,lisadavis@example.net,False,True,0,-2,0,среднее специальное,плохое
FAM-33277,Шымкент,Gutierrezside,sdv-id-ZEGPpd,3,0,52293.85,True,общежитие,пенсионеры,2025-06-11,2025-06-13,8 040 520 3766,richardwalker@example.net,True,True,0,-2,0,начальное,плохое
FAM-23362,Нур-Султан,New Nicholasmouth,sdv-id-ddVmMF,4,3,475292.14,False,арендуемое жильё,пенсионеры,2021-11-29,2025-06-17,89682998752,zimmermanbrian@example.net,True,True,0,0,0,высшее,удовлетворительное
FAM-61240,Усть-Каменогорск,Zimmermanside,sdv-id-fWqtGi,6,4,288238.62,True,квартира,обычная,2022-03-19,2024-03-18,+7 (362) 821-5123,james21@example.org,True,False,0,0,1,высшее,удовлетворительное
FAM-38996,Павлодар,New Davidfort,sdv-id-wxUGbp,6,0,81527.55,True,общежитие,обычная,2021-04-09,2025-06-17,8 (582) 458-02-91,hcline@example.org,False,False,0,-2,1,высшее,отличное
FAM-70028,Нур-Султан,North Staceyport,sdv-id-ICopsq,5,0,462021.83,False,частный дом,обычная,2025-06-10,2025-06-17,+7 (957) 509-70-93,ana00@example.org,False,False,0,0,5,высшее,хорошее
FAM-45641,Павлодар,South John,sdv-id-MZXtYD,2,0,492079.64,False,частный дом,малоимущая,2022-01-16,2025-06-17,8 (181) 700-43-98,barrettsarah@example.com,False,False,0,0,0,среднее специальное,хорошее
FAM-73082,Усть-Каменогорск,Annechester,sdv-id-AiQOyo,8,4,423920.03,False,частный дом,инвалиды,2023-08-08,2025-05-20,+7 (539) 161-34-85,tjoseph@example.org,True,False,0,0,1,среднее специальное,удовлетворительное
FAM-56387,Шымкент,Jamieville,sdv-id-AEFssg,1,0,428177.78,False,частный дом,обычная,2023-11-25,2025-06-17,8 260 972 84 41,sheliaburgess@example.org,True,True,1,2,0,высшее,плохое
FAM-55728,Тараз,South Guymouth,sdv-id-Xyrvrr,2,2,168369.99,False,частный дом,малоимущая,2022-04-29,2024-11-16,8 (432) 314-2754,paul14@example.org,True,False,1,0,0,высшее,удовлетворительное
FAM-17063,Караганда,Morrisberg,sdv-id-fmzguS,7,3,285649.79,True,частный дом,инвалиды,2023-07-31,2025-06-17,+7 (957) 898-0612,walkervernon@example.com,True,False,0,2,1,начальное,отличное
FAM-63010,Павлодар,South Nancyport,sdv-id-JGlKlY,5,2,497513.74,False,общежитие,малоимущая,2024-06-17,2025-04-24,8 597 002 5922,prattadam@example.net,False,False,1,0,2,высшее,отличное
FAM-92556,Караганда,North Justin,sdv-id-Jarrbu,5,1,460070.39,False,квартира,малоимущая,2022-03-14,2024-08-28,+7 552 630 9658,qtodd@example.org,True,True,0,-1,1,высшее,удовлетворительное
FAM-71319,Алматы,Markshire,sdv-id-ZyUCNO,7,0,306925.11,False,частный дом,малоимущая,2022-01-01,2025-05-10,8 (817) 633-9688,zsilva@example.org,True,True,0,-1,1,среднее специальное,удовлетворительное
FAM-92556,Павлодар,Mejiahaven,sdv-id-AEhyPl,1,0,218402.73,False,квартира,обычная,2025-03-26,2025-06-17,+7 273 991 90 41,kimberlyedwards@example.net,True,True,1,0,0,высшее,плохое
FAM-53574,Караганда,New Tracy,sdv-id-bXMBzq,4,0,244089.32,False,квартира,инвалиды,2022-10-14,2025-05-29,8 726 525 8055,castrodebra@example.com,True,False,0,-1,1,высшее,удовлетворительное
FAM-74657,Алматы,West Mary,sdv-id-RtPnlg,7,0,159446.79,False,арендуемое жильё,малоимущая,2021-05-12,2025-06-17,+7 (362) 821-5123,samuel17@example.org,True,False,0,0,1,среднее,плохое
FAM-20514,Шымкент,Wendyshire,sdv-id-EzTZLJ,6,0,236476.65,True,частный дом,малоимущая,2020-09-18,2025-05-12,8 443 613 90 81,jonesstephen@example.net,True,False,0,-2,2,высшее,удовлетворительное
FAM-23362,Павлодар,Alanview,sdv-id-TdTHwh,7,3,300709.74,False,частный дом,малоимущая,2022-11-11,2025-06-12,+7 273 634 59 18,carriejohnson@example.com,False,True,1,0,1,среднее специальное,хорошее
FAM-51777,Караганда,Zimmermanmouth,sdv-id-cGDTUk,1,0,324738.91,False,частный дом,малоимущая,2023-10-09,2025-05-01,8 (432) 314-2754,jeffterrell@example.org,True,False,0,0,0,среднее специальное,плохое
FAM-74166,Тараз,Vazquezhaven,sdv-id-yUlWxK,6,0,343464.47,False,квартира,пенсионеры,2022-06-04,2025-06-10,+7 (363) 808-2246,kenneth66@example.com,True,True,0,-1,0,высшее,удовлетворительное
FAM-55589,Караганда,Mcdonaldside,sdv-id-hxfxYF,4,0,52293.85,True,квартира,малоимущая,2021-08-29,2025-05-01,+75751190473,melissaestrada@example.org,False,False,0,0,0,начальное,удовлетворительное
FAM-64544,Актобе,Lisaborough,sdv-id-wuhZUd,4,0,245364.48,True,квартира,малоимущая,2023-07-19,2025-06-17,8 (181) 700-43-98,sjohnson@example.net,False,False,0,-1,0,среднее,удовлетворительное
FAM-95147,Павлодар,Stonefort,sdv-id-wEDcEL,2,1,433403.07,False,квартира,пенсионеры,2024-06-10,2025-06-17,8 597 891 2192,stevensmith@example.com,True,True,1,-1,0,высшее,удовлетворительное
FAM-81567,Нур-Султан,Smithburgh,sdv-id-pkyARe,7,2,398968.35,False,общежитие,обычная,2023-07-27,2025-06-17,8 963 199 75 07,juan60@example.com,False,False,0,1,3,высшее,плохое
FAM-96634,Актобе,New Kimberlyside,sdv-id-IaWIud,6,1,293976.7,False,арендуемое жильё,малоимущая,2025-06-11,2025-06-17,8 040 520 3766,bgutierrez@example.net,True,False,1,1,1,среднее,удовлетворительное
FAM-36520,Нур-Султан,New Kimberlyton,sdv-id-jFxohQ,7,0,337249.29,False,квартира,пенсионеры,2022-04-01,2025-06-17,8 400 620 6519,allison65@example.com,False,True,0,-1,1,высшее,плохое
FAM-67289,Тараз,East Erikville,sdv-id-gWpjcu,3,0,344564.18,False,квартира,малоимущая,2023-08-11,2025-06-17,80472815180,donaldtaylor@example.net,True,False,1,0,0,среднее специальное,плохое
FAM-43688,Алматы,Amyborough,sdv-id-RXbKoa,7,0,202681.57,True,общежитие,малоимущая,2024-02-15,2025-06-17,+7 (957) 509-70-93,jennifer26@example.org,True,False,0,0,1,начальное,удовлетворительное
FAM-33360,Караганда,Romeroborough,sdv-id-meCMlO,6,0,135959.79,True,арендуемое жильё,малоимущая,2021-09-24,2025-06-17,8 641 082 0283,vstanton@example.net,True,False,0,0,0,среднее специальное,плохое
FAM-76714,Шымкент,Sanchezborough,sdv-id-UQmPyP,8,4,52293.85,True,частный дом,многодетная,2021-10-19,2025-02-22,8 (667) 378-35-29,carriebowers@example.org,True,False,0,0,1,начальное,плохое
FAM-59222,Алматы,South Christopher,sdv-id-xHckZM,3,3,52293.85,True,арендуемое жильё,малоимущая,2022-03-16,2025-04-22,8 (615) 612-8997,rodriguezkeith@example.org,False,False,0,0,0,начальное,хорошее
FAM-55507,Нур-Султан,Port Michellefort,sdv-id-loGPWb,1,0,345268.36,False,арендуемое жильё,малоимущая,2025-05-29,2025-06-17,+7 823 564 85 55,elong@example.com,False,False,0,1,0,высшее,хорошее
FAM-33277,Павлодар,New Benjamin,sdv-id-SKJTEk,2,1,497513.74,False,арендуемое жильё,малоимущая,2023-02-05,2024-03-11,+7 526 518 8377,cwyatt@example.net,True,True,1,1,0,среднее специальное,удовлетворительное
FAM-10522,Павлодар,Howellport,sdv-id-HJTrXf,6,1,52293.85,False,арендуемое жильё,малоимущая,2024-11-21,2025-03-26,8 296 072 1240,michelle74@example.org,True,True,1,0,4,среднее,удовлетворительное
FAM-64544,Усть-Каменогорск,Lake Garyside,sdv-id-EvbKgL,8,2,55169.85,True,арендуемое жильё,обычная,2021-08-14,2025-04-21,8 256 808 56 67,garciajanet@example.com,False,False,0,1,2,начальное,плохое
FAM-39580,Павлодар,New Logan,sdv-id-sCEdbW,1,1,52293.85,True,арендуемое жильё,многодетная,2024-04-07,2025-02-03,8 (931) 606-9472,stephen00@example.net,False,True,0,1,0,начальное,удовлетворительное
FAM-87183,Актобе,New Christophermouth,sdv-id-YKkyGd,1,0,247228.97,True,частный дом,обычная,2025-06-11,2025-06-11,8 721 228 11 94,wlee@example.com,True,True,0,-1,0,среднее,плохое
FAM-40661,Актобе,Whiteville,sdv-id-ZfKNaP,3,1,272425.85,True,квартира,малоимущая,2025-06-11,2025-06-12,8 (432) 314-2754,mgarrison@example.org,True,False,0,0,2,начальное,удовлетворительное
FAM-68911,Шымкент,Port Janiceborough,sdv-id-ymjEKj,6,0,428051.31,False,квартира,инвалиды,2022-05-06,2025-06-17,8 (957) 310-3283,kmarshall@example.com,True,False,0,-1,0,высшее,удовлетворительное
FAM-55507,Алматы,Coleport,sdv-id-tNgQjJ,3,3,326156.74,False,частный дом,многодетная,2023-03-30,2025-06-07,+7 749 837 38 59,kaguirre@example.org,False,False,0,1,1,высшее,отличное
FAM-67675,Алматы,New Lucas,sdv-id-CxeBkb,7,3,299689.61,True,общежитие,малоимущая,2025-06-11,2025-06-17,8 915 722 80 47,roberthoward@example.com,True,False,0,0,0,среднее,удовлетворительное
FAM-95147,Актобе,North Laurafurt,sdv-id-VOJfJM,8,1,482460.2,True,частный дом,пенсионеры,2022-06-12,2025-06-17,8 015 377 2640,michael22@example.net,False,True,0,1,1,высшее,отличное
FAM-74657,Нур-Султан,East Ashleyfurt,sdv-id-RyYSSP,6,5,444063.91,False,арендуемое жильё,малоимущая,2023-07-14,2024-12-27,+7 545 615 35 96,hayleyallen@example.org,True,False,0,0,1,высшее,удовлетворительное
FAM-24595,Тараз,Nancyhaven,sdv-id-nVSWXF,6,1,52293.85,False,арендуемое жильё,инвалиды,2021-10-31,2025-06-17,+7 461 709 6270,emitchell@example.net,True,False,0,0,0,высшее,плохое
FAM-14912,Алматы,New Joseph,sdv-id-Jszelu,7,0,357320.54,False,квартира,обычная,2022-04-12,2025-03-11,+7 (362) 021-95-55,angelamartin@example.net,True,True,0,-1,0,высшее,плохое
FAM-54145,Алматы,New Carriechester,sdv-id-GxtdpC,2,2,257761.3,True,частный дом,многодетная,2022-10-17,2024-03-13,+7 922 948 46 66,vrios@example.net,False,False,0,0,0,высшее,удовлетворительное
FAM-73082,Нур-Султан,Blairshire,sdv-id-ivRNxn,6,0,278011.83,True,общежитие,пенсионеры,2023-11-08,2025-06-17,8 (224) 295-6155,christine12@example.org,False,True,0,0,0,начальное,удовлетворительное
FAM-42292,Шымкент,Lisatown,sdv-id-QQAbUC,6,0,336980.77,False,арендуемое жильё,малоимущая,2021-05-25,2025-06-17,8 191 480 59 28,duanephillips@example.net,True,False,0,0,0,высшее,плохое
FAM-72544,Павлодар,East Karen,sdv-id-gAYZsw,7,3,345534.0,False,квартира,обычная,2025-06-11,2025-06-13,+7 (756) 715-7000,kenneth60@example.com,False,True,0,0,2,высшее,хорошее
FAM-41173,Нур-Султан,East Jacobport,sdv-id-PqyybA,8,0,497513.74,False,частный дом,малоимущая,2025-02-23,2025-03-07,+7 985 183 47 83,kelleymichael@example.org,True,False,0,-1,0,высшее,плохое
FAM-72135,Тараз,Hayleyberg,sdv-id-MYgUvp,1,0,52293.85,True,общежитие,пенсионеры,2022-11-20,2025-06-17,+7 220 594 02 83,lori69@example.org,False,True,0,0,0,высшее,отличное
FAM-53709,Тараз,Leonardshire,sdv-id-ZhzzDo,2,2,74859.5,True,частный дом,многодетная,2021-07-05,2025-06-17,+7 (542) 373-5489,danielle47@example.net,True,True,1,0,0,начальное,плохое
FAM-60457,Актобе,South Amber,sdv-id-kcaSuR,4,0,246062.94,True,квартира,инвалиды,2025-05-31,2025-06-17,8 728 237 30 30,grivera@example.org,True,False,0,-2,1,начальное,хорошее
FAM-61002,Усть-Каменогорск,Aprilshire,sdv-id-iDwICr,2,2,450867.89,False,арендуемое жильё,малоимущая,2024-01-14,2025-06-17,8 (432) 314-2754,laurasnyder@example.com,True,True,2,0,0,среднее специальное,плохое
FAM-14606,Усть-Каменогорск,Edwardston,sdv-id-qRYTDr,6,5,250344.59,True,частный дом,малоимущая,2022-12-01,2025-05-09,8 447 011 69 80,washingtonlee@example.org,False,False,1,3,0,начальное,хорошее
FAM-95190,Караганда,Lake Ericborough,sdv-id-eDvOFm,6,3,497513.74,False,квартира,многодетная,2023-05-24,2025-06-17,+7 (957) 509-70-93,joseph95@example.org,True,False,1,-1,2,среднее специальное,удовлетворительное
FAM-44808,Караганда,East Matthewborough,sdv-id-KXKOmN,5,5,136871.96,True,общежитие,инвалиды,2025-05-14,2025-06-17,+75751190473,simmonsjennifer@example.net,True,True,2,1,0,среднее,отличное
FAM-21455,Павлодар,Port Katherine,sdv-id-NTWVqE,6,0,233727.24,False,арендуемое жильё,малоимущая,2021-10-28,2025-06-17,+7 220 594 02 83,judy41@example.org,True,False,0,-1,0,начальное,отличное
FAM-99948,Шымкент,West Amyland,sdv-id-yhMDkG,6,0,308744.03,False,арендуемое жильё,малоимущая,2021-03-08,2025-06-17,8 (524) 288-53-66,masonmegan@example.com,False,True,0,0,1,высшее,хорошее
FAM-64567,Актобе,North Aprilchester,sdv-id-GlQXva,4,0,171157.23,False,арендуемое жильё,малоимущая,2020-11-01,2025-04-20,+78039537031,jason39@example.org,False,False,0,0,0,среднее,отличное
FAM-80535,Нур-Султан,Lake Stevenchester,sdv-id-ISOAFZ,2,0,52293.85,True,арендуемое жильё,обычная,2022-06-06,2025-06-17,8 (784) 356-4343,taylorcory@example.org,True,False,0,0,0,среднее,плохое
FAM-85831,Нур-Султан,Michaelborough,sdv-id-UtHDeK,6,0,321943.29,False,частный дом,пенсионеры,2022-03-09,2023-09-26,8 (931) 606-9472,marksuarez@example.net,False,True,0,0,3,среднее специальное,отличное
FAM-68573,Усть-Каменогорск,Gallegosside,sdv-id-BkmluA,2,0,378928.34,False,арендуемое жильё,малоимущая,2022-04-02,2025-06-17,8 (224) 295-6155,robertsjason@example.org,False,False,1,0,0,среднее специальное,удовлетворительное
FAM-22698,Шымкент,West Richardfort,sdv-id-vzMdDp,6,0,117877.53,False,арендуемое жильё,пенсионеры,2024-07-05,2025-04-28,8 044 502 1214,tracy55@example.org,True,True,0,0,1,среднее,удовлетворительное
FAM-80733,Актобе,Port Jason,sdv-id-yHCRZa,2,0,189574.74,True,арендуемое жильё,пенсионеры,2022-12-30,2025-06-17,+75751190473,martindorothy@example.com,False,True,0,0,0,среднее специальное,удовлетворительное
FAM-65225,Тараз,Diazhaven,sdv-id-dvXbvT,1,1,255843.87,False,частный дом,обычная,2021-11-25,2024-05-24,8 225 165 3061,hugheskristine@example.org,True,True,1,-1,0,среднее,плохое
FAM-55453,Шымкент,Catherineport,sdv-id-VMbVZp,5,0,256375.42,True,частный дом,малоимущая,2021-05-12,2025-06-17,+78338597233,bbowman@example.org,False,False,0,-1,0,начальное,удовлетворительное
FAM-48309,Шымкент,Lake Daniellemouth,sdv-id-xTpmbB,5,3,276750.03,True,общежитие,малоимущая,2022-11-24,2025-04-27,8 (336) 726-7667,erika62@example.net,False,False,0,0,2,высшее,плохое
FAM-45250,Караганда,Danielshaven,sdv-id-aFuLry,6,0,200530.2,True,общежитие,малоимущая,2023-05-21,2025-06-06,8 651 860 48 36,patricia42@example.net,False,False,0,0,1,среднее специальное,плохое
FAM-24541,Нур-Султан,Davisville,sdv-id-wualAa,7,0,443009.83,False,арендуемое жильё,малоимущая,2022-04-03,2025-06-17,8 (957) 310-3283,candice08@example.org,True,False,0,0,0,среднее специальное,отличное
FAM-87181,Караганда,Lake Derrickmouth,sdv-id-soagMK,4,2,52293.85,True,частный дом,малоимущая,2023-04-17,2025-06-17,+7 (878) 541-2797,mary54@example.com,True,False,0,0,0,среднее специальное,удовлетворительное
FAM-42217,Алматы,Jamesport,sdv-id-GujgVS,6,1,298359.61,False,общежитие,малоимущая,2022-09-16,2024-10-12,8 (524) 288-53-66,michaelmurray@example.org,True,False,1,0,0,высшее,плохое
FAM-56387,Нур-Султан,Justinside,sdv-id-QMQBrD,1,0,210212.59,True,общежитие,малоимущая,2022-04-29,2025-04-21,+7 (954) 592-9071,trevorwade@example.org,False,True,1,2,0,среднее,отличное
FAM-28780,Актобе,Brendanfurt,sdv-id-JtVWgQ,8,0,52293.85,True,частный дом,малоимущая,2022-11-11,2025-06-17,8 843 830 7155,morganhenderson@example.net,False,False,0,0,0,среднее специальное,хорошее
FAM-97180,Нур-Султан,North Anaborough,sdv-id-KkomKM,2,1,139188.42,True,арендуемое жильё,малоимущая,2021-09-27,2025-01-05,8 773 616 1751,darrenwright@example.org,True,True,0,0,0,высшее,удовлетворительное
FAM-87181,Павлодар,Maryville,sdv-id-TWKWwv,3,0,474912.44,False,частный дом,обычная,2021-01-07,2024-04-07,+7 851 483 95 86,summerbaker@example.com,False,False,2,0,0,высшее,отличное
FAM-90275,Павлодар,New Matthew,sdv-id-elXktg,7,0,253699.15,True,арендуемое жильё,малоимущая,2024-11-20,2025-01-13,+71900201164,alexandrajohnson@example.com,True,False,0,0,4,среднее,плохое
FAM-90275,Тараз,Edwardland,sdv-id-QVoBjA,7,4,329073.17,False,квартира,малоимущая,2025-01-04,2025-05-11,+7 (745) 116-67-76,turnerlisa@example.org,False,True,0,0,1,среднее специальное,плохое
FAM-33336,Караганда,Stewartview,sdv-id-pNQVaP,4,0,351385.53,False,общежитие,малоимущая,2020-07-13,2024-11-06,8 (784) 356-4343,sierra12@example.org,True,True,1,0,0,среднее специальное,удовлетворительное
FAM-87276,Алматы,New Lindafurt,sdv-id-PKJjVf,6,3,269472.9,True,общежитие,многодетная,2023-02-22,2025-06-17,8 (951) 530-7407,mollygreene@example.org,True,True,1,0,2,начальное,плохое
FAM-86831,Павлодар,Stevensonmouth,sdv-id-duoZLn,4,1,252886.36,True,квартира,малоимущая,2021-06-17,2025-03-31,+7 705 316 5198,thompsonsara@example.com,True,True,1,1,0,высшее,удовлетворительное
FAM-75420,Актобе,Lechester,sdv-id-fZgjPa,4,3,227444.4,False,частный дом,многодетная,2023-06-17,2025-06-17,8 941 795 4245,jason45@example.net,False,True,1,1,0,высшее,плохое
FAM-38996,Усть-Каменогорск,West Dawn,sdv-id-abgbrs,8,1,207979.21,False,арендуемое жильё,малоимущая,2022-11-04,2025-06-17,8 411 483 7964,smiller@example.com,True,False,0,0,5,высшее,удовлетворительное
FAM-92955,Караганда,Port Renee,sdv-id-LTotqT,8,1,266611.65,True,частный дом,малоимущая,2022-09-11,2025-06-17,+78326528242,harperrobert@example.com,True,False,0,0,1,начальное,удовлетворительное
FAM-36259,Шымкент,Racheltown,sdv-id-PUwxys,4,2,271157.4,True,арендуемое жильё,инвалиды,2022-06-24,2025-06-17,8 894 554 5281,moorenoah@example.org,True,True,2,1,0,начальное,удовлетворительное
FAM-24489,Нур-Султан,North Donnaburgh,sdv-id-fAMIwx,3,0,272457.56,True,арендуемое жильё,малоимущая,2022-12-01,2025-06-17,+71900201164,droberts@example.net,False,False,1,0,0,среднее,плохое
FAM-97180,Караганда,Port John,sdv-id-GXYdHL,3,0,199665.59,False,квартира,инвалиды,2021-12-24,2025-01-29,+7 (957) 898-0612,mark43@example.net,True,True,0,0,1,начальное,удовлетворительное
FAM-42217,Усть-Каменогорск,Nathanielport,sdv-id-Azhxum,2,2,312121.49,True,частный дом,малоимущая,2024-09-18,2025-06-17,+7 952 915 73 50,brian01@example.net,True,False,0,0,2,высшее,плохое
FAM-99948,Павлодар,East Marcus,sdv-id-Fdtkng,7,5,52293.85,True,частный дом,многодетная,2022-12-06,2025-06-14,+7 552 630 9658,joansmith@example.com,False,False,0,0,2,среднее,плохое
FAM-83494,Алматы,North James,sdv-id-oXsDzS,5,0,62474.82,True,арендуемое жильё,малоимущая,2021-10-27,2025-05-28,83291734003,unguyen@example.com,True,True,0,0,1,среднее специальное,плохое
FAM-38803,Алматы,Millerton,sdv-id-DnSEEm,4,1,231397.77,False,квартира,пенсионеры,2025-03-06,2025-05-28,8 (667) 995-4695,amanda22@example.com,False,True,0,0,1,высшее,плохое
FAM-11364,Шымкент,Adamsmouth,sdv-id-xSMtYR,1,0,327488.5,False,общежитие,инвалиды,2023-02-17,2025-06-17,+73005272781,cgutierrez@example.net,True,True,0,-2,0,высшее,хорошее
FAM-17063,Усть-Каменогорск,Andrewsland,sdv-id-jRYyeV,8,0,118063.44,False,общежитие,пенсионеры,2023-09-03,2025-06-17,8 (672) 561-27-30,qhiggins@example.org,False,True,0,0,1,среднее,плохое
FAM-65041,Алматы,Port Aprilburgh,sdv-id-lVwWcj,5,0,297492.21,False,частный дом,инвалиды,2021-09-01,2024-02-09,8 597 002 5922,montgomerydavid@example.com,True,False,0,0,1,среднее специальное,плохое
FAM-42292,Павлодар,Kimberlyfurt,sdv-id-SjzVtg,2,1,486923.41,True,квартира,пенсионеры,2021-12-07,2025-06-17,80472815180,muellertyler@example.com,True,True,2,1,0,высшее,удовлетворительное
FAM-86923,Алматы,Chungmouth,sdv-id-wKDebs,6,4,230720.72,True,арендуемое жильё,малоимущая,2020-12-09,2025-06-17,86204083803,ihubbard@example.net,True,False,1,1,0,среднее,плохое
FAM-94624,Нур-Султан,Howellmouth,sdv-id-TVuRUQ,7,4,140772.53,False,частный дом,многодетная,2023-10-15,2025-06-17,8 728 237 30 30,robin64@example.net,True,False,2,0,4,среднее,удовлетворительное
FAM-92934,Алматы,Brownhaven,sdv-id-AIHqhy,7,0,212097.25,True,общежитие,малоимущая,2022-12-21,2025-06-17,+7 084 891 1621,kennethphillips@example.com,True,False,0,0,0,среднее,плохое
FAM-92955,Караганда,East Adam,sdv-id-RjAwqb,6,0,52293.85,True,арендуемое жильё,малоимущая,2024-02-12,2025-06-17,+7 919 468 8887,brianna80@example.org,False,False,0,0,2,среднее специальное,удовлетворительное
FAM-61002,Нур-Султан,Maryville,sdv-id-YJWtLI,8,1,307913.65,False,частный дом,обычная,2023-05-30,2025-06-17,8 968 634 6334,ballardmatthew@example.org,False,False,1,0,0,среднее специальное,плохое
FAM-84990,Алматы,North Gabriel,sdv-id-fRznet,8,0,385727.2,False,общежитие,малоимущая,2023-04-09,2025-06-17,8 (282) 602-71-40,fcervantes@example.org,True,False,0,0,1,среднее специальное,удовлетворительное
FAM-58857,Тараз,Port Troymouth,sdv-id-JeSmCx,6,4,100273.91,False,арендуемое жильё,малоимущая,2024-01-25,2025-06-17,+7 749 837 38 59,tbrown@example.org,False,True,0,2,1,высшее,отличное
FAM-17063,Усть-Каменогорск,New Lisaburgh,sdv-id-VSwauj,6,4,497268.28,False,общежитие,пенсионеры,2023-02-17,2024-09-30,+7 (634) 885-3275,alexander36@example.net,True,True,2,0,1,среднее специальное,удовлетворительное
FAM-55453,Нур-Султан,Silvaberg,sdv-id-hlfaAU,2,1,415862.06,False,квартира,инвалиды,2022-04-06,2024-12-03,8 (706) 057-12-90,fschroeder@example.com,True,True,0,1,0,высшее,плохое
FAM-69699,Алматы,East Anne,sdv-id-JMHHaP,3,3,149417.0,True,общежитие,малоимущая,2022-01-10,2024-09-21,8 (957) 310-3283,kayla09@example.net,True,False,2,1,0,начальное,плохое
FAM-38706,Алматы,Michaelview,sdv-id-HHptzQ,4,0,277777.54,False,квартира,пенсионеры,2022-11-29,2025-06-17,+7 (233) 259-78-59,christopher49@example.com,False,True,0,0,2,среднее,хорошее
